accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,brier,log_loss,threshold,tn,fp,fn,tp,expected_cost
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.87,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.88,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.89,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.9,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.91,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.92,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.93,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.9400000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.9500000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.9600000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.9700000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.98,1338,0,54,0,1.9396551724137931
